sex,year,title,school_id,yearofphd,phd_id,business,basesalary,othersalary,salary,micro,macromoney,metrics,labor,io,public,enviroenergy,develop,intl,finance,health,expbehave,political,urban,econhist,educ,firstname,lastname,i_tenure
Male,2017,Professor,139,1986,98,0,391202,0,391202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,583,1
Male,2018,Professor,139,1979,264,0,338880,0,338880,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,721,583,1
Male,2015,Assistant Professor,242,2011,153,0,117500,0,117500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,584,0
Male,2018,Professor,185,1998,54,0,234885.11,0,234885.109375,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,174,585,1
Male,2017,Professor,176,2007,24,1,169963.41,0,171317.546875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,522,586,1
Male,2006,Professor,128,1968,261,0,153881,0,153881,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,282,587,1
Male,2018,Professor,48,1995,264,0,194395,0,194395,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,758,588,1
Male,2015,Associate Professor,135,2008,220,0,201500,0,201500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,629,589,1
Male,2015,Professor,242,1966,141,0,127200,0,127200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,590,1
Male,2018,Professor,261,1973,153,0,290428,0,290428,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,362,591,1
Male,2016,Professor,236,1991,249,0,23357,0,210213,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,216,592,1
Male,2018,Professor,159,1993,171,0,178536,0,178536,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,74,593,1
Female,2018,Associate Professor,225,2011,242,0,119575,0,122387.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,734,593,1
Male,2018,Professor,135,1996,171,0,279450,0,279450,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,454,594,1
Male,2018,Professor,185,1977,165,0,163514.98,0,163514.984375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,478,595,1
Male,2016,Professor,236,1989,236,0,22328,0,200952,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117,596,1
Male,2018,Professor,236,1989,236,0,24160,0,217440,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,596,1
Male,2017,Assistant Professor,159,2012,27,0,123744,0,123744,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,145,596,0
Male,2012,Assistant Professor,248,2007,24,0,1e+05,0,1e+05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181,596,0
Male,2009,Assistant Professor,209,2003,41,0,100116,0,100116,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,300,596,0
Male,2018,Associate Professor,185,2005,136,1,235359.98,0,235359.984375,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,352,596,1
Male,2018,Associate Professor,48,2008,54,0,129551,0,129551,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,353,596,1
Male,2018,Associate Professor,136,2006,223,0,163834,163834,163834,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,414,596,1
Male,2013,Assistant Professor,139,2006,223,0,119106,0,119106,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,415,596,0
Male,2015,Assistant Professor,111,2009,171,1,128581,0,128581,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,416,596,0
Male,2012,Assistant Professor,236,2008,264,0,11280,0,101520,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,652,596,0
Female,2017,Professor,176,2013,171,1,128833.23,0,131707.046875,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,678,596,1
Male,2018,Professor,48,1987,98,0,242139,47695,242139,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,514,597,1
Male,2010,Professor,11,1969,170,1,113581,0,113581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,598,1
Female,2018,Assistant Professor,105,2016,220,0,136500,0,136500,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,471,599,0
Male,2018,Professor,185,1970,264,0,178628.75,0,178628.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,614,600,1
Male,2019,Assistant Professor,11,2016,22,1,132613,0,132613,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41,601,0
Male,2017,Professor,228,1982,220,0,198358,13891,205641.5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,402,602,1
Male,2018,Associate Professor,242,2012,153,0,176500,0,176500,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,97,603,1
Male,2018,Professor,220,2007,135,0,341600,76090,346675,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,564,603,1
Male,2019,Assistant Professor,248,2014,149,0,140000,0,140000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44,604,0
Male,2010,Associate Professor,221,1999,220,0,144999.96,46897.48046875,96666.640625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,605,1
Male,2009,Professor,139,1987,41,0,320000,0,320000,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,534,606,1
Male,2016,Associate Professor,236,1975,41,0,6613,0,59517,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,435,607,1
Male,2016,Professor,105,1974,135,0,242000,0,242000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,614,608,1
Male,2011,Professor,227,1982,197,0,158575.08,46090.66015625,149262.5625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,120,609,1
Male,2018,Associate Professor,220,2009,98,0,218400,49202,239566.5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,363,609,1
Female,2016,Professor,226,2002,100,0,168558,0,128154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,610,1
Male,2018,Associate Professor,222,2003,184,0,145183,0,148708,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,305,611,1
Male,2019,Associate Professor,248,2007,49,0,220000,0,220000,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,56,612,1
Male,2006,Professor,139,1992,264,0,181173,0,181173,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,637,613,1
Female,2019,Assistant Professor,248,2018,170,0,143000,0,143000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,437,614,0
Male,2010,Professor,220,2000,141,0,116009.04,11212.75,121579.53125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,615,1
Male,2010,Professor,111,1983,261,1,241190,0,241190,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,151,616,1
Female,2019,Associate Professor,11,2008,41,1,159614,0,159614,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,535,617,1
Female,2018,Professor,135,2008,141,0,280000,0,280000,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,31,618,1
Female,2006,Professor,128,1993,220,0,175050,0,175050,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,589,620,1
Male,2018,Professor,105,1987,246,0,186500,0,186500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,685,621,1
Female,2018,Associate Professor,209,2009,61,0,150840,0,150840,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,622,1
Male,2013,Professor,136,1957,135,0,165561,165561,165561,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,524,623,1
Male,2012,Assistant Professor,229,1983,175,0,114452.96,0,104372.4609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,624,0
Male,2005,Assistant Professor,261,2004,123,0,89219,0,89219,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,164,625,0
Male,2018,Professor,128,1997,264,0,261917,0,261917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,265,626,1
Male,2015,Associate Professor,135,1992,165,0,131540,0,131540,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,386,627,1
Male,2018,Professor,227,1983,98,0,229192,0,237479.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,571,627,1
Male,2019,Associate Professor,11,2006,229,1,165671,0,165671,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,543,628,1
Male,2018,Assistant Professor,223,2012,61,0,154641,0,171562.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,184,629,0
Male,2009,Assistant Professor,242,2002,184,0,93000,0,93000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,103,630,0
Male,2005,Assistant Professor,135,1999,98,0,82500,0,82500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,631,0
Male,2018,Professor,227,1973,33,0,364475,167397,377654,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,228,632,1
Female,2009,Assistant Professor,128,2008,141,0,102000,0,102000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,333,634,0
Male,2018,Associate Professor,226,2008,223,0,249692,0,254887.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,157,635,1
Male,2004,Professor,135,1976,98,0,164750,0,164750,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,636,1
Male,2018,Assistant Professor,136,2012,226,0,126640,126640,126640,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,637,0
Female,2018,Assistant Professor,136,2012,226,0,125145,125145,125145,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,425,637,0
Male,2018,Associate Professor,159,1986,98,0,103632,0,103632,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,576,638,1
Female,2010,Assistant Professor,48,2005,49,0,90797,0,90797,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,338,639,0
Male,2018,Professor,185,1998,139,0,201478.25,0,201478.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,362,640,1
Male,2018,Professor,185,1987,249,1,258168.77,0,258168.765625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,218,641,1
Female,2018,Assistant Professor,10,2010,220,1,126500,0,126500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,70,642,0
Male,2013,Assistant Professor,248,2001,141,0,95600,0,95600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,643,0
Male,2017,Professor,108,2014,170,0,116560.4,0,116972.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,645,1
Male,2013,Assistant Professor,135,2007,22,0,116500,0,116500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,646,0
Male,2018,Assistant Professor,159,2011,54,0,129804,0,129804,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,412,647,0
Male,2018,Professor,236,1990,220,0,27196,0,244764,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,322,648,1
Female,2018,Assistant Professor,228,2011,10,0,154025,19708,157000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,535,649,0
Male,2017,Professor,223,1970,135,0,359643,198042,341986.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,184,651,1
Female,2018,Assistant Professor,136,2017,49,0,130233,130233,130233,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12,652,0
Male,2018,Professor,185,1973,199,1,224993.28,0,224993.28125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,122,652,1
Male,2018,Assistant Professor,225,2014,236,0,114458,0,115887.5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,176,652,0
Female,2018,Assistant Professor,128,2016,264,0,140000,0,140000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,212,652,0
Male,2019,Assistant Professor,248,2008,175,0,145500,0,145500,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,323,652,0
Male,2014,Assistant Professor,236,2013,264,0,13934,0,125406,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,347,652,0
Male,2018,Assistant Professor,105,2013,264,0,137500,0,137500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350,652,0
Male,2018,Professor,159,1977,184,0,354720,0,354720,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,453,652,1
Male,2013,Professor,220,1971,98,0,208350,,231480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,652,1
Female,2015,Assistant Professor,128,2008,197,0,113539.26,0,113539.2578125,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,677,652,0
Male,2018,Professor,225,1990,226,0,184375,19347,188950,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,702,652,1
Female,2018,Assistant Professor,222,2013,261,0,144967,32926,148550,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,775,652,0
Female,2013,Professor,108,2006,54,0,100410,0,110651,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,784,652,1
Male,2012,Assistant Professor,135,2006,264,0,114000,0,114000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,785,652,0
Male,2019,Professor,248,1989,139,0,350000,0,350000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,201,653,1
Male,2007,Associate Professor,236,1977,223,0,7107,0,63963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,654,1
Male,2007,Assistant Professor,111,2004,184,1,91100,0,91100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,655,0
Male,2018,Associate Professor,10,2011,220,1,160000,0,160000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,165,656,1
Male,2018,Assistant Professor,105,2015,153,0,137500,0,137500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,368,657,0
Male,2018,Professor,261,2002,153,0,219640,0,219640,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,600,658,1
Female,2016,Assistant Professor,236,2005,139,0,14578,0,131202,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,552,659,0
Male,2018,Professor,135,2004,141,0,280000,0,280000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,660,1
Male,2018,Professor,159,1982,141,0,290988,0,290988,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,150,661,1
Male,2012,Assistant Professor,159,2004,159,0,101364,0,101364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,663,0
Male,2017,Assistant Professor,229,2013,171,0,174979.22,0,176649.109375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,664,0
Female,2018,Assistant Professor,228,2017,197,0,124417,0,127046,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,346,664,0
Female,2011,Assistant Professor,159,2007,197,0,103704,0,103704,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,532,664,0
Male,2018,Professor,209,1991,209,0,296127,0,296127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,585,664,1
Female,2018,Assistant Professor,185,2013,61,1,230351.26,0,230351.265625,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,800,664,0
Female,2018,Associate Professor,185,2010,159,1,202623.74,0,202623.734375,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,132,665,1
Male,2017,Associate Professor,185,2010,153,0,177296,0,177296,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,791,665,1
Male,2018,Assistant Professor,223,2012,264,0,174950,0,187787.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,802,665,0
Male,2018,Professor,227,1976,171,0,274700,15801,206628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,245,666,1
Male,2017,Professor,136,1965,135,0,165660,165660,165660,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,108,667,1
Male,2009,Assistant Professor,242,2004,226,0,93000,0,93000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,608,668,0
Female,2018,Professor,159,1987,223,0,186900,0,186900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,75,669,1
Male,2018,Professor,128,2001,49,0,229876.6,0,229876.59375,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,550,670,1
Male,2018,Associate Professor,242,2004,141,0,173438,0,173438,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,427,671,1
Male,2018,Professor,209,2009,221,0,201600,0,201600,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,328,672,1
Female,2018,Professor,136,1980,105,0,146572,146572,146572,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,697,673,1
Male,2011,Professor,225,1971,264,0,125400,0,124902.578125,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,741,674,1
Male,2018,Associate Professor,139,2006,178,0,234236,0,234236,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,339,675,1
Male,2017,Assistant Professor,135,2015,184,0,140300,0,140300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,676,0
Male,2011,Assistant Professor,136,2008,264,0,102884,0,102884,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,722,676,0
Male,2018,Associate Professor,48,2007,159,0,143506,0,143506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,760,676,1
Male,2015,Assistant Professor,185,2013,141,0,201343.14,0,201343.140625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,772,676,0
Female,2018,Professor,223,2001,49,0,343192,38722,376047,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,677,1
Male,2019,Assistant Professor,248,2010,41,0,185000,0,185000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,426,678,0
Male,2017,Professor,159,2004,220,0,208320,0,208320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,729,679,1
Male,2014,Professor,185,1973,176,1,157604.6,0,157604.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,680,1
Male,2016,Assistant Professor,228,2015,128,0,111208,10000,108566.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,410,681,0
Male,2011,Professor,11,1979,105,1,131821,0,131821,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,694,682,1
Male,2018,Assistant Professor,223,2014,175,0,159542,0,164104.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,330,683,0
Male,2018,Assistant Professor,209,2014,153,0,138843,0,138843,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,224,685,0
Male,2017,Professor,108,1987,236,0,248400,0,249642.09375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,160,686,1
Male,2017,Professor,108,2004,176,0,138030.8,0,145330.796875,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,746,687,1
Female,2018,Professor,227,1981,153,0,274842,21998,287037.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,665,688,1
Male,2014,Professor,223,2002,197,0,293667,111831,328891.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,279,689,1
Male,2018,Professor,139,1992,41,0,175010,0,175010,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,205,690,1
Male,2017,Professor,176,1975,118,1,187299.32,0,193767.8125,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,253,691,1
Female,2018,Assistant Professor,105,2017,41,0,137000,3970.71,137000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,135,692,0
Male,2018,Professor,226,1979,141,0,257808,0,261929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,693,1
Male,2017,Professor,136,1955,105,0,209466,209466,209466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,694,1
Male,1998,Professor,159,1963,41,0,178920,0,178920,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,243,695,1
Male,2018,Assistant Professor,261,2016,264,0,147900,0,147900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,444,696,0
Male,2013,Assistant Professor,223,2004,175,0,141167,44601,153883.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,60,697,0
Male,2018,Assistant Professor,139,2017,200,0,140000,0,140000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,570,698,0
Female,2018,Professor,220,2002,98,0,388642,111906,389550.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,733,699,1
Male,2016,Professor,225,1983,153,0,201750,21313,218812,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,157,700,1
Male,2019,Professor,11,1988,220,1,316649,0,316649,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,701,1
Male,2016,Assistant Professor,209,2011,184,0,143820,0,143820,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,702,0
Male,2018,Assistant Professor,242,2008,220,0,141000,0,141000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,159,703,0
Male,2018,Assistant Professor,48,2012,264,0,130373,0,130373,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,607,704,0
Male,2007,Professor,261,1986,139,0,162849,0,162849,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,612,705,1
Male,2007,Assistant Professor,242,2001,99,0,85000,0,85000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,778,706,0
Male,2018,Associate Professor,228,2005,41,0,147750,0,150887.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,384,707,1
Male,2002,Professor,159,1983,41,0,141960,0,141960,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,539,708,1
Female,2015,Associate Professor,225,2004,254,0,97358,1500,106604,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,517,709,1
Male,2016,Professor,48,1973,23,0,207723,0,207723,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,324,710,1
Male,2018,Assistant Professor,105,2014,153,0,134500,0,134500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,267,711,0
Male,2018,Professor,136,1981,128,0,127724,127724,127724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,424,712,1
Male,2017,Professor,176,1977,141,1,181465.13,0,180973.578125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,690,712,1
Male,2018,Professor,48,1992,208,0,176403,0,176403,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109,713,1
Male,2008,Professor,159,1975,41,0,156744,0,156744,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,295,714,1
Male,2018,Assistant Professor,105,2014,141,0,134000,0,134000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,87,715,0
Male,2018,Professor,128,2005,149,0,230000,0,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,716,1
Male,2012,Assistant Professor,242,2008,30,0,108800,0,108800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,719,0
Male,2018,Professor,136,1983,171,0,171533,171533,171533,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,693,720,1
Female,2018,Professor,223,1986,139,0,424658,67138,428912.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,619,721,1
Female,2016,Professor,176,2007,8,1,118653.64,0,118634.4375,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,639,722,1
Male,2009,Assistant Professor,209,2003,184,0,87903,0,87903,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,723,0
Male,2008,Professor,11,1971,159,1,108856,0,108856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,723,1
Male,2017,Professor,176,2015,61,1,158015.31,0,158906.765625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,724,1
Male,2018,Associate Professor,223,2001,41,0,268975,0,273571,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,497,725,1
Female,2005,Assistant Professor,185,2005,226,0,86145,0,86145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,231,726,0
Male,2016,Professor,48,1971,226,0,76648,0,76648,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,608,727,1
Male,2014,Associate Professor,10,1968,105,1,70240,0,70240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,324,728,1
Male,2015,Professor,222,2002,264,0,147925,48383,154112.5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,508,729,1
Male,2010,Professor,159,1976,27,0,83280,0,83280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,730,1
Male,2018,Assistant Professor,48,2011,24,0,142500,0,142500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,731,0
Male,2006,Assistant Professor,135,2003,220,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,732,0
Male,2011,Professor,159,1973,41,0,137772,0,137772,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,320,733,1
Male,2015,Professor,11,1979,223,1,129298,0,129298,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,362,734,1
Female,2018,Professor,223,1992,201,0,440933,151933,486489,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,394,735,1
Female,2018,Professor,139,1989,197,0,373800,0,373800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,736,1
Male,2015,Assistant Professor,185,2004,197,1,164623.59,0,164623.59375,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,237,737,0
Male,2008,Assistant Professor,128,2005,223,0,99240.4,0,99240.3984375,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,130,738,0
Female,2018,Professor,48,1999,33,0,160706,0,160706,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,711,739,1
Male,2019,Professor,248,1992,175,0,223000,0,223000,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,362,740,1
Male,2018,Professor,185,1979,201,0,270578.88,0,270578.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,741,1
Male,2005,Professor,139,1982,175,0,130160,0,130160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,742,1
Male,2017,Associate Professor,229,2002,248,0,185277.98,0,195785.6875,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,98,743,1
Male,2017,Professor,105,1987,153,0,242000,0,242000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,151,744,1
Male,2015,Assistant Professor,135,2010,197,0,123291,0,123291,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,663,745,0
Female,2018,Assistant Professor,226,2015,49,0,67167,9434,149396,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,392,746,0
Male,2018,Professor,209,2009,197,0,203103,0,203103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,365,747,1
Male,2019,Professor,11,1978,33,1,296743.13,0,296743.125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,594,748,1
Male,2018,Professor,221,2001,220,0,165756,10800,166679,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,130,749,1
Male,2017,Professor,108,2013,30,0,132438,0,127000.703125,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,194,750,1
Male,2006,Professor,11,1980,223,1,142390,0,142390,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,508,751,1
Male,2018,Professor,136,1976,171,0,134909,134909,134909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,566,752,1
Male,2019,Professor,11,1980,196,1,130298,0,130298,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,369,753,1
